team,opponent,team_score,opponent_score,outcome
Phillies,Mets,6,0,1.0
Pirates,Giants,3,1,1.0
Mariners,Indians,5,2,1.0
Padres,Cardinals,3,1,1.0
Blue Jays,Red Sox,4,2,1.0
Marlins,Nationals,3,0,1.0
Orioles,Angels,4,3,1.0
D-backs,Reds,5,4,1.0
Dodgers,Braves,3,2,1.0
Tigers,White Sox,7,2,1.0
Rockies,Cubs,6,4,1.0
Brewers,Rays,5,0,1.0
Royals,Twins,3,2,1.0
Rangers,Yankees,3,2,1.0
Astros,Athletics,8,1,1.0
Mets,Phillies,11,2,1.0
Giants,Pirates,7,5,1.0
Indians,Mariners,2,0,1.0
Padres,Cardinals,12,1,1.0
Blue Jays,Red Sox,6,1,1.0
Nationals,Marlins,4,3,1.0
Angels,Orioles,1,0,1.0
Dodgers,Braves,2,1,1.0
White Sox,Tigers,7,4,1.0
Reds,Marlins,3,1,1.0
Cubs,Rockies,3,1,1.0
Royals,Twins,6,3,1.0
Phillies,Nationals,10,4,1.0
D-backs,Pirates,7,4,1.0
Mariners,Indians,6,5,1.0
Cardinals,Padres,6,2,1.0
Blue Jays,Astros,6,5,1.0
Angels,Rays,5,3,1.0
Padres,Braves,10,1,1.0
Cubs,Dodgers,8,2,1.0
Reds,Marlins,5,2,1.0
Tigers,Rockies,4,2,1.0
Royals,Athletics,1,0,1.0
Brewers,Cardinals,7,4,1.0
White Sox,Twins,10,8,1.0
Red Sox,Yankees,4,3,1.0
Phillies,Nationals,2,1,1.0
Pirates,D-backs,9,4,1.0
Orioles,Mariners,2,1,1.0
Giants,Mets,5,1,1.0
Indians,Rangers,12,2,1.0
Astros,Blue Jays,3,1,1.0
Rays,Angels,10,3,1.0
Padres,Braves,3,2,1.0
Dodgers,Cubs,5,2,1.0
Marlins,Reds,2,1,1.0
Tigers,Rockies,11,5,1.0
Athletics,Royals,8,3,1.0
Cardinals,Brewers,9,7,1.0
Twins,White Sox,8,6,1.0
Yankees,Red Sox,6,4,1.0
Nationals,Phillies,11,0,1.0
Pirates,D-backs,8,3,1.0
Mariners,Orioles,6,3,1.0
Mets,Giants,4,2,1.0
Indians,Rangers,2,0,1.0
Astros,Blue Jays,8,2,1.0
Angels,Rays,7,5,1.0
Padres,Braves,4,3,1.0
Cubs,Dodgers,7,3,1.0
Reds,Marlins,7,3,1.0
Tigers,Rockies,4,0,1.0
Royals,Athletics,4,2,1.0
Cardinals,Brewers,3,2,1.0
Twins,White Sox,16,3,1.0
Yankees,Red Sox,8,7,1.0
Nationals,Phillies,4,0,1.0
D-backs,Pirates,3,2,1.0
Orioles,Mariners,1,0,1.0
Giants,Mets,9,0,1.0
Indians,Rangers,4,3,1.0
Astros,Blue Jays,6,1,1.0
Angels,Dodgers,5,0,1.0
Orioles,Nationals,7,3,1.0
Indians,Reds,7,1,1.0
Yankees,Tigers,2,1,1.0
Giants,Mets,4,3,1.0
Athletics,Rays,3,2,1.0
White Sox,Rangers,5,3,1.0
Dodgers,Angels,5,4,1.0
Mariners,Braves,4,2,1.0
Orioles,Blue Jays,9,3,1.0
Cardinals,Red Sox,3,2,1.0
Cubs,Rockies,6,5,1.0
Reds,Indians,9,2,1.0
Tigers,Yankees,4,3,1.0
Phillies,Astros,2,1,1.0
Royals,D-backs,12,2,1.0
Marlins,Pirates,6,3,1.0
Mets,Nationals,6,1,1.0
Twins,Padres,3,1,1.0
Brewers,Giants,4,3,1.0
Athletics,Rays,3,0,1.0
Rangers,White Sox,16,0,1.0
Mariners,Braves,7,3,1.0
Blue Jays,Orioles,5,1,1.0
Red Sox,Cardinals,2,1,1.0
Rockies,Cubs,13,4,1.0
Reds,Indians,8,3,1.0
Yankees,Tigers,5,1,1.0
Phillies,Astros,10,3,1.0
Royals,D-backs,4,3,1.0
Dodgers,Angels,2,1,1.0
Pirates,Marlins,7,3,1.0
Nationals,Mets,7,1,1.0
Padres,Twins,5,4,1.0
Giants,Brewers,7,4,1.0
Rays,Athletics,7,3,1.0
Rangers,White Sox,3,1,1.0
Orioles,Blue Jays,2,1,1.0
Cardinals,Red Sox,5,2,1.0
Mariners,White Sox,13,3,1.0
Cubs,Rockies,6,2,1.0
Reds,Indians,4,0,1.0
Yankees,Tigers,1,0,1.0
Phillies,Astros,6,5,1.0
Royals,D-backs,6,2,1.0
Dodgers,Angels,7,0,1.0
Pirates,Marlins,7,2,1.0
Athletics,Twins,3,0,1.0
Nationals,Mets,5,3,1.0
Brewers,Giants,3,1,1.0
Red Sox,Angels,4,2,1.0
Mariners,White Sox,4,1,1.0
Yankees,Indians,10,6,1.0
D-backs,Rockies,5,3,1.0
Tigers,Blue Jays,5,4,1.0
Brewers,Dodgers,9,3,1.0
Marlins,Reds,2,1,1.0
Athletics,Twins,6,5,1.0
Mets,Phillies,5,4,1.0
Pirates,Padres,2,1,1.0
Royals,Giants,4,2,1.0
Orioles,Cardinals,12,2,1.0
Rays,Cubs,4,3,1.0
Astros,Rangers,4,3,1.0
Braves,Nationals,7,6,1.0
Angels,Red Sox,5,4,1.0
White Sox,Mariners,2,1,1.0
Indians,Yankees,3,0,1.0
D-backs,Rockies,14,4,1.0
Blue Jays,Tigers,3,2,1.0
Brewers,Dodgers,4,1,1.0
Marlins,Reds,4,3,1.0
Athletics,Twins,9,4,1.0
Mets,Phillies,2,1,1.0
Padres,Pirates,2,1,1.0
Royals,Giants,5,0,1.0
Orioles,Cardinals,10,3,1.0
Rays,Cubs,4,0,1.0
Astros,Rangers,8,3,1.0
Nationals,Braves,4,1,1.0
Red Sox,Angels,3,1,1.0
Mariners,White Sox,4,2,1.0
Indians,Yankees,4,1,1.0
Rockies,D-backs,5,3,1.0
Blue Jays,Tigers,6,5,1.0
Dodgers,Brewers,5,1,1.0
Reds,Marlins,7,2,1.0
Twins,Athletics,6,1,1.0
Phillies,Mets,7,6,1.0
Padres,Pirates,8,2,1.0
Royals,Giants,7,4,1.0
Cardinals,Orioles,8,3,1.0
Cubs,Rays,3,2,1.0
Rangers,Astros,6,2,1.0
Braves,Nationals,3,1,1.0
Padres,Rockies,4,3,1.0
Pirates,Tigers,11,6,1.0
Dodgers,Braves,6,2,1.0
Brewers,Cubs,3,1,1.0
Twins,Astros,4,2,1.0
Orioles,Yankees,11,3,1.0
Mets,Phillies,5,3,1.0
Royals,Athletics,3,2,1.0
Marlins,Cardinals,6,5,1.0
Rays,Rangers,7,0,1.0
Mariners,Blue Jays,11,1,1.0
Red Sox,Reds,3,2,1.0
White Sox,Giants,3,2,1.0
Padres,Rockies,4,1,1.0
Pirates,Tigers,4,2,1.0
Dodgers,Braves,4,2,1.0
Cubs,Brewers,3,0,1.0
Astros,Twins,10,4,1.0
Athletics,Royals,11,3,1.0
Angels,Phillies,7,2,1.0
Marlins,Cardinals,3,0,1.0
Rangers,Rays,3,2,1.0
Mariners,Blue Jays,6,3,1.0
Nationals,Mets,7,1,1.0
Indians,D-backs,3,2,1.0
D-backs,Indians,1,0,1.0
Red Sox,Reds,5,4,1.0
Giants,White Sox,7,1,1.0
Padres,Rockies,5,3,1.0
Braves,Dodgers,3,2,1.0
Cubs,Brewers,4,2,1.0
Twins,Astros,3,1,1.0
Orioles,Yankees,5,3,1.0
Royals,Athletics,3,0,1.0
Angels,Phillies,4,3,1.0
Tigers,Pirates,8,4,1.0
Cardinals,Marlins,5,2,1.0
Rays,Rangers,10,1,1.0
Mariners,Blue Jays,2,0,1.0
Nationals,Mets,3,2,1.0
Marlins,D-backs,5,4,1.0
Rockies,Reds,7,3,1.0
Red Sox,Astros,9,4,1.0
Dodgers,Braves,6,4,1.0
Brewers,Cubs,6,2,1.0
Royals,Athletics,7,3,1.0
Tigers,Pirates,5,2,1.0
Cardinals,Padres,4,3,1.0
Rays,Rangers,6,3,1.0
Nationals,Mets,4,1,1.0
Angels,Rangers,5,4,1.0
D-backs,Marlins,3,2,1.0
Indians,Orioles,2,1,1.0
Mets,Cubs,3,2,1.0
Reds,Rockies,3,2,1.0
Astros,Red Sox,5,3,1.0
Royals,Twins,6,5,1.0
Brewers,Dodgers,6,3,1.0
Rays,Yankees,5,0,1.0
Braves,Athletics,7,2,1.0
Phillies,Giants,5,3,1.0
Nationals,Pirates,5,4,1.0
Cardinals,Padres,4,2,1.0
Mariners,Tigers,7,2,1.0
White Sox,Blue Jays,11,5,1.0
Angels,Rangers,5,4,1.0
Marlins,D-backs,2,1,1.0
Indians,Orioles,6,0,1.0
Mets,Cubs,7,3,1.0
Red Sox,Astros,10,7,1.0
Twins,Royals,4,1,1.0
Brewers,Dodgers,3,2,1.0
Yankees,Rays,3,2,1.0
Braves,Athletics,4,3,1.0
Giants,Phillies,6,5,1.0
Nationals,Pirates,4,3,1.0
Padres,Cardinals,9,5,1.0
Tigers,Mariners,4,2,1.0
Blue Jays,White Sox,6,3,1.0
Rangers,Angels,3,2,1.0
Marlins,D-backs,10,3,1.0
Orioles,Indians,4,1,1.0
Cubs,Mets,2,1,1.0
Rockies,Reds,10,9,1.0
Rockies,Reds,10,5,1.0
Astros,Red Sox,8,1,1.0
Royals,Twins,12,6,1.0
Brewers,Dodgers,7,2,1.0
Yankees,Rays,4,2,1.0
Braves,Athletics,4,3,1.0
Giants,Phillies,5,2,1.0
Nationals,Pirates,6,5,1.0
Cardinals,Padres,7,6,1.0
Mariners,Tigers,8,1,1.0
White Sox,Blue Jays,7,5,1.0
Angels,Red Sox,4,2,1.0
Nationals,D-backs,5,4,1.0
Braves,Pirates,7,3,1.0
Orioles,White Sox,8,2,1.0
Cubs,Mets,4,1,1.0
Cardinals,Reds,6,5,1.0
Royals,Twins,6,4,1.0
Phillies,Mariners,4,1,1.0
Angels,Red Sox,4,3,1.0
Nationals,D-backs,8,1,1.0
Braves,Pirates,11,3,1.0
Orioles,White Sox,5,1,1.0
Cardinals,Reds,5,4,1.0
Indians,Twins,7,5,1.0
Tigers,Rays,8,6,1.0
Astros,Yankees,7,4,1.0
Royals,Rockies,7,4,1.0
Athletics,Mets,6,2,1.0
Dodgers,Padres,8,6,1.0
Mariners,Phillies,5,2,1.0
Cubs,Giants,2,1,1.0
Marlins,Rangers,4,3,1.0
Brewers,Blue Jays,6,1,1.0
Angels,Red Sox,8,3,1.0
Nationals,D-backs,3,2,1.0
Pirates,Braves,3,2,1.0
Orioles,White Sox,4,3,1.0
Cardinals,Reds,7,3,1.0
Indians,Twins,5,0,1.0
Tigers,Rays,6,0,1.0
Astros,Yankees,5,2,1.0
Rockies,Royals,5,2,1.0
Mets,Athletics,8,5,1.0
Padres,Dodgers,4,1,1.0
Phillies,Mariners,4,3,1.0
Giants,Cubs,8,3,1.0
Rangers,Marlins,5,4,1.0
Blue Jays,Brewers,9,5,1.0
Angels,Red Sox,2,0,1.0
Nationals,D-backs,1,0,1.0
Braves,Reds,8,0,1.0
Twins,Indians,4,1,1.0
Rays,Tigers,1,0,1.0
Yankees,Astros,3,0,1.0
Dodgers,Padres,2,1,1.0
Giants,Cubs,5,3,1.0
Athletics,Angels,5,3,1.0
Braves,Reds,3,1,1.0
Cubs,Orioles,4,1,1.0
Yankees,White Sox,4,3,1.0
Twins,Tigers,20,6,1.0
Astros,Indians,5,1,1.0
Royals,Rangers,6,3,1.0
Marlins,Rockies,13,5,1.0
Dodgers,Mets,6,2,1.0
Pirates,Brewers,8,3,1.0
D-backs,Padres,5,1,1.0
Mariners,Red Sox,5,3,1.0
Giants,Nationals,10,3,1.0
Phillies,Cardinals,5,4,1.0
Rays,Blue Jays,8,0,1.0
Athletics,Angels,2,1,1.0
Reds,Braves,1,0,1.0
Cubs,Orioles,7,2,1.0
Yankees,White Sox,5,3,1.0
Twins,Tigers,12,4,1.0
Tigers,Twins,8,6,1.0
Indians,Astros,3,2,1.0
Royals,Rangers,6,3,1.0
Rockies,Marlins,5,4,1.0
Dodgers,Mets,7,4,1.0
Pirates,Brewers,10,2,1.0
D-backs,Padres,5,2,1.0
Mariners,Red Sox,7,3,1.0
Nationals,Giants,6,2,1.0
Cardinals,Phillies,6,5,1.0
Blue Jays,Rays,5,4,1.0
Angels,Athletics,9,4,1.0
Reds,Braves,5,3,1.0
Cubs,Orioles,2,1,1.0
Yankees,White Sox,7,4,1.0
Tigers,Twins,13,4,1.0
Indians,Astros,3,1,1.0
Rangers,Royals,3,1,1.0
Rockies,Marlins,7,4,1.0
Mets,Dodgers,11,3,1.0
Brewers,Pirates,4,3,1.0
Padres,D-backs,7,4,1.0
Mariners,Red Sox,8,6,1.0
Nationals,Giants,14,6,1.0
Phillies,Cardinals,7,1,1.0
Rays,Blue Jays,2,1,1.0
Red Sox,Blue Jays,4,3,1.0
Rockies,Giants,3,2,1.0
Marlins,Angels,7,1,1.0
Brewers,Padres,10,1,1.0
Yankees,Royals,8,1,1.0
Athletics,Astros,8,2,1.0
Cardinals,Pirates,3,2,1.0
Orioles,Rays,9,1,1.0
Rangers,Mariners,2,0,1.0
Phillies,Nationals,3,2,1.0
Mets,Braves,3,2,1.0
Red Sox,Blue Jays,11,7,1.0
Cubs,Reds,3,0,1.0
Indians,White Sox,8,6,1.0
Giants,Rockies,3,0,1.0
Dodgers,D-backs,9,5,1.0
Angels,Marlins,8,2,1.0
Padres,Brewers,4,1,1.0
Royals,Twins,2,1,1.0
Tigers,Yankees,5,2,1.0
Astros,Athletics,4,2,1.0
Pirates,Cardinals,5,2,1.0
Orioles,Rays,4,2,1.0
Mariners,Rangers,5,0,1.0
Phillies,Nationals,4,3,1.0
Braves,Mets,3,2,1.0
Blue Jays,Red Sox,5,2,1.0
Reds,Cubs,7,5,1.0
White Sox,Indians,3,2,1.0
Giants,Rockies,4,2,1.0
Dodgers,D-backs,3,1,1.0
Angels,Marlins,6,1,1.0
Padres,Brewers,3,2,1.0
Royals,Twins,6,1,1.0
Yankees,Tigers,8,4,1.0
Athletics,Astros,5,4,1.0
Pirates,Cardinals,3,1,1.0
Rays,Orioles,3,1,1.0
Rangers,Mariners,12,4,1.0
Phillies,Nationals,8,4,1.0
Braves,Mets,6,1,1.0
Reds,Cubs,7,2,1.0
Indians,White Sox,3,2,1.0
Giants,Rockies,4,1,1.0
Twins,Royals,11,5,1.0
Tigers,Yankees,3,2,1.0
Angels,Athletics,4,3,1.0
Orioles,Rays,5,4,1.0
Astros,Rangers,4,2,1.0
Red Sox,Rays,8,4,1.0
Cubs,Cardinals,7,2,1.0
Pirates,Reds,2,1,1.0
Indians,Royals,6,1,1.0
D-backs,Rockies,5,2,1.0
Tigers,White Sox,7,1,1.0
Padres,Dodgers,3,2,1.0
Braves,Marlins,5,2,1.0
Giants,Brewers,13,2,1.0
Orioles,Twins,9,1,1.0
Yankees,Blue Jays,6,3,1.0
Angels,Athletics,4,0,1.0
Mets,Phillies,4,1,1.0
Rangers,Astros,13,6,1.0
Nationals,Mariners,8,3,1.0
Rays,Red Sox,7,0,1.0
Cubs,Cardinals,5,1,1.0
Cardinals,Cubs,13,2,1.0
Pirates,Reds,3,2,1.0
Indians,Royals,3,2,1.0
Rockies,D-backs,2,0,1.0
White Sox,Tigers,6,3,1.0
Tigers,White Sox,8,4,1.0
Padres,Dodgers,2,1,1.0
Marlins,Braves,4,0,1.0
Giants,Brewers,3,1,1.0
Orioles,Twins,3,2,1.0
Blue Jays,Yankees,2,0,1.0
Angels,Athletics,2,0,1.0
Phillies,Mets,7,2,1.0
Astros,Rangers,2,0,1.0
Nationals,Mariners,3,1,1.0
Red Sox,Rays,3,0,1.0
Cardinals,Cubs,9,6,1.0
Reds,Pirates,3,2,1.0
Indians,Royals,4,3,1.0
D-backs,Rockies,6,2,1.0
White Sox,Tigers,6,2,1.0
Dodgers,Padres,7,1,1.0
Braves,Marlins,1,0,1.0
Giants,Brewers,15,5,1.0
Orioles,Twins,12,8,1.0
Blue Jays,Yankees,4,3,1.0
Angels,Athletics,8,1,1.0
Mets,Phillies,6,5,1.0
Astros,Rangers,3,2,1.0
Mariners,Nationals,5,3,1.0
Padres,D-backs,3,1,1.0
Rays,Red Sox,4,3,1.0
Tigers,Indians,12,1,1.0
Cubs,Brewers,4,2,1.0
Twins,Orioles,6,4,1.0
Marlins,Mets,9,6,1.0
Phillies,Braves,7,0,1.0
Cardinals,Pirates,5,4,1.0
Athletics,Mariners,6,1,1.0
Rockies,Giants,10,9,1.0
Royals,Rangers,4,3,1.0
Nationals,Dodgers,6,4,1.0
Astros,Angels,8,3,1.0
Padres,D-backs,2,1,1.0
Red Sox,Yankees,9,4,1.0
White Sox,Twins,6,3,1.0
Orioles,Reds,5,4,1.0
Tigers,Indians,4,2,1.0
Cubs,Brewers,7,1,1.0
Mets,Marlins,8,6,1.0
Phillies,Braves,4,0,1.0
Cardinals,Pirates,6,4,1.0
Mariners,Athletics,6,5,1.0
Giants,Rockies,12,7,1.0
Royals,Rangers,2,1,1.0
Blue Jays,Rays,8,2,1.0
Dodgers,Nationals,4,1,1.0
Astros,Angels,4,1,1.0
D-backs,Padres,6,1,1.0
Yankees,Red Sox,5,1,1.0
Twins,White Sox,11,4,1.0
Orioles,Reds,6,0,1.0
Indians,Tigers,7,0,1.0
Cubs,Brewers,6,2,1.0
Mets,Marlins,4,3,1.0
Braves,Phillies,7,4,1.0
Cardinals,Pirates,1,0,1.0
Mariners,Athletics,2,1,1.0
Rockies,Giants,9,2,1.0
Royals,Rangers,4,1,1.0
Blue Jays,Rays,7,4,1.0
Nationals,Dodgers,8,5,1.0
Angels,Twins,5,4,1.0
D-backs,Padres,5,1,1.0
Yankees,Red Sox,5,4,1.0
Orioles,Reds,9,7,1.0
Tigers,Indians,11,4,1.0
Mariners,Rangers,10,2,1.0
Cardinals,Brewers,3,2,1.0
Blue Jays,Rays,1,0,1.0
Angels,Twins,7,6,1.0
Dodgers,D-backs,2,1,1.0
Marlins,Braves,11,3,1.0
Rays,Orioles,3,0,1.0
Indians,White Sox,2,1,1.0
Astros,Athletics,4,3,1.0
Royals,Yankees,1,0,1.0
Mets,Reds,14,5,1.0
Phillies,Nationals,9,8,1.0
Pirates,Cubs,5,3,1.0
Rockies,Padres,3,0,1.0
Mariners,Rangers,7,5,1.0
Giants,Tigers,8,2,1.0
Brewers,Cardinals,6,2,1.0
Red Sox,Blue Jays,9,8,1.0
Angels,Twins,8,5,1.0
Dodgers,D-backs,5,2,1.0
Braves,Marlins,4,3,1.0
Rays,Orioles,3,2,1.0
Indians,White Sox,3,1,1.0
Athletics,Astros,4,3,1.0
Yankees,Royals,6,2,1.0
Reds,Mets,2,1,1.0
Phillies,Nationals,3,1,1.0
Pirates,Cubs,5,0,1.0
Rockies,Padres,7,6,1.0
Mariners,Rangers,4,2,1.0
Giants,Tigers,5,4,1.0
Cardinals,Brewers,5,3,1.0
Red Sox,Blue Jays,4,3,1.0
Angels,Twins,14,4,1.0
Dodgers,D-backs,7,2,1.0
Marlins,Braves,4,0,1.0
Orioles,Rays,7,5,1.0
Indians,White Sox,2,0,1.0
Astros,Athletics,4,3,1.0
Royals,Yankees,2,0,1.0
Mets,Reds,4,3,1.0
Nationals,Phillies,3,2,1.0
Pirates,Cubs,10,4,1.0
Rockies,Padres,6,0,1.0
Rangers,Mariners,1,0,1.0
Tigers,Giants,6,1,1.0
Cardinals,Brewers,9,1,1.0
Blue Jays,Red Sox,3,1,1.0
Angels,Indians,12,3,1.0
Nationals,Braves,2,1,1.0
Orioles,Red Sox,4,0,1.0
Blue Jays,Cubs,8,0,1.0
Mets,Rockies,3,2,1.0
Mariners,Astros,4,1,1.0
Tigers,Royals,9,5,1.0
Marlins,Brewers,6,4,1.0
White Sox,Athletics,5,4,1.0
Pirates,Phillies,6,4,1.0
Dodgers,Padres,9,4,1.0
Cardinals,Reds,5,0,1.0
Angels,Rangers,9,3,1.0
Giants,D-backs,5,1,1.0
Nationals,Braves,6,4,1.0
Orioles,Red Sox,4,1,1.0
Blue Jays,Cubs,9,2,1.0
Mets,Rockies,2,0,1.0
Astros,Mariners,2,1,1.0
Tigers,Royals,4,2,1.0
Marlins,Brewers,6,3,1.0
Twins,Indians,4,3,1.0
Athletics,White Sox,11,2,1.0
Phillies,Pirates,4,3,1.0
Padres,Dodgers,6,3,1.0
Reds,Cardinals,9,5,1.0
Rays,Yankees,4,3,1.0
Angels,Rangers,8,1,1.0
Giants,D-backs,5,0,1.0
Braves,Nationals,6,2,1.0
Orioles,Red Sox,10,6,1.0
Blue Jays,Cubs,11,1,1.0
Mets,Rockies,2,0,1.0
Astros,Mariners,5,2,1.0
Royals,Tigers,3,0,1.0
Brewers,Marlins,4,1,1.0
White Sox,Athletics,2,1,1.0
Pirates,Phillies,6,3,1.0
Dodgers,Padres,4,0,1.0
Reds,Cardinals,4,2,1.0
Yankees,Rays,8,5,1.0
Angels,Rangers,7,3,1.0
Giants,D-backs,6,2,1.0
Red Sox,Royals,6,3,1.0
Brewers,Marlins,4,2,1.0
Indians,Twins,8,2,1.0
Indians,Twins,2,0,1.0
White Sox,Athletics,1,0,1.0
Pirates,Phillies,4,1,1.0
Reds,Cardinals,1,0,1.0
Yankees,Rays,5,4,1.0
Nationals,Mets,6,2,1.0
Rangers,Braves,2,1,1.0
Red Sox,Royals,4,2,1.0
Pirates,Cubs,7,3,1.0
Brewers,Reds,3,2,1.0
Tigers,Indians,7,2,1.0
Cardinals,Rockies,5,1,1.0
Angels,Astros,11,3,1.0
Giants,Dodgers,9,0,1.0
Phillies,Marlins,3,1,1.0
Orioles,Yankees,2,1,1.0
Orioles,Yankees,5,0,1.0
Mariners,Athletics,4,2,1.0
Padres,D-backs,6,5,1.0
Rays,Blue Jays,1,0,1.0
Mets,Nationals,4,3,1.0
Rangers,Braves,3,2,1.0
Royals,Red Sox,7,1,1.0
Cubs,Pirates,6,4,1.0
Reds,Brewers,5,1,1.0
Tigers,Indians,5,4,1.0
Cardinals,Rockies,5,4,1.0
Angels,Astros,5,2,1.0
Dodgers,Giants,17,0,1.0
Phillies,Marlins,2,1,1.0
White Sox,Twins,5,1,1.0
White Sox,Twins,7,6,1.0
Yankees,Orioles,3,2,1.0
Athletics,Mariners,3,2,1.0
D-backs,Padres,10,4,1.0
Blue Jays,Rays,6,3,1.0
Nationals,Mets,10,3,1.0
Rangers,Braves,10,3,1.0
Red Sox,Royals,8,4,1.0
Pirates,Cubs,7,3,1.0
Brewers,Reds,9,2,1.0
Tigers,Indians,6,4,1.0
Cardinals,Rockies,4,1,1.0
Astros,Angels,6,1,1.0
Dodgers,Giants,4,2,1.0
Marlins,Phillies,5,4,1.0
Twins,White Sox,6,4,1.0
Orioles,Yankees,3,2,1.0
Athletics,Mariners,4,0,1.0
D-backs,Padres,8,6,1.0
Rays,Blue Jays,6,5,1.0
Nationals,Mets,3,0,1.0
Royals,White Sox,4,3,1.0
Cubs,Reds,1,0,1.0
Astros,Indians,3,1,1.0
Tigers,Twins,8,6,1.0
Dodgers,Rockies,11,3,1.0
Marlins,Mets,6,5,1.0
Rays,Yankees,1,0,1.0
Padres,Phillies,1,0,1.0
Angels,Mariners,8,1,1.0
D-backs,Giants,6,2,1.0
Orioles,Blue Jays,5,2,1.0
Nationals,Braves,4,2,1.0
Pirates,Red Sox,4,0,1.0
White Sox,Royals,7,5,1.0
Cubs,Reds,7,0,1.0
Indians,Astros,4,2,1.0
Twins,Tigers,4,3,1.0
Rockies,Dodgers,10,4,1.0
Mets,Marlins,9,1,1.0
Brewers,Cardinals,3,2,1.0
Rays,Yankees,6,1,1.0
Padres,Phillies,5,4,1.0
Mariners,Angels,13,2,1.0
Giants,D-backs,2,1,1.0
Rangers,Athletics,6,3,1.0
Orioles,Blue Jays,8,2,1.0
Nationals,Braves,3,0,1.0
Pirates,Red Sox,9,1,1.0
Royals,White Sox,6,2,1.0
Cubs,Reds,3,1,1.0
Indians,Astros,2,0,1.0
Twins,Tigers,8,4,1.0
Rockies,Dodgers,16,2,1.0
Marlins,Mets,4,3,1.0
Cardinals,Brewers,2,0,1.0
Yankees,Rays,3,2,1.0
Phillies,Padres,5,2,1.0
Angels,Mariners,5,0,1.0
Giants,D-backs,4,2,1.0
Rangers,Athletics,6,1,1.0
Orioles,Blue Jays,6,1,1.0
Braves,Nationals,3,1,1.0
Rockies,D-backs,7,6,1.0
Pirates,Red Sox,3,2,1.0
Indians,Astros,2,1,1.0
Dodgers,Cubs,8,4,1.0
Cardinals,Brewers,3,2,1.0
Padres,Phillies,7,3,1.0
Mariners,Angels,3,1,1.0
Rangers,Athletics,7,2,1.0
Yankees,Blue Jays,3,2,1.0
Nationals,Marlins,6,2,1.0
Rockies,D-backs,15,3,1.0
Red Sox,Orioles,5,3,1.0
White Sox,Rays,4,3,1.0
Cardinals,Reds,2,1,1.0
Twins,Indians,5,4,1.0
Tigers,Royals,10,1,1.0
Dodgers,Cubs,14,5,1.0
Pirates,Brewers,4,2,1.0
Mets,Braves,5,0,1.0
Athletics,Phillies,3,1,1.0
Mariners,Astros,10,5,1.0
Padres,Giants,5,0,1.0
Rangers,Angels,12,3,1.0
Yankees,Blue Jays,5,3,1.0
Nationals,Marlins,3,2,1.0
Rockies,D-backs,5,1,1.0
Orioles,Red Sox,7,2,1.0
Rays,White Sox,3,1,1.0
Cardinals,Reds,8,4,1.0
Indians,Twins,7,3,1.0
Tigers,Royals,3,2,1.0
Cubs,Dodgers,8,7,1.0
Brewers,Pirates,1,0,1.0
Mets,Braves,4,2,1.0
Phillies,Athletics,3,0,1.0
Astros,Mariners,10,1,1.0
Padres,Giants,3,2,1.0
Angels,Rangers,8,5,1.0
Blue Jays,Yankees,6,3,1.0
Nationals,Marlins,3,2,1.0
Rockies,D-backs,8,3,1.0
Red Sox,Orioles,3,2,1.0
White Sox,Rays,10,5,1.0
Reds,Cardinals,7,2,1.0
Indians,Twins,7,2,1.0
Royals,Tigers,5,2,1.0
Dodgers,Cubs,8,5,1.0
Pirates,Brewers,1,0,1.0
Mets,Braves,10,2,1.0
Athletics,Phillies,8,6,1.0
Astros,Mariners,8,3,1.0
Padres,Giants,8,2,1.0
Rangers,Angels,2,1,1.0
Yankees,Blue Jays,5,2,1.0
Nationals,Marlins,2,1,1.0
Athletics,Angels,8,4,1.0
D-backs,Twins,6,2,1.0
Yankees,Orioles,5,0,1.0
White Sox,Tigers,2,0,1.0
Padres,Rockies,1,0,1.0
Rangers,Astros,4,3,1.0
Royals,Indians,2,0,1.0
Pirates,Braves,1,0,1.0
Blue Jays,Mariners,14,4,1.0
Giants,Dodgers,5,2,1.0
Cardinals,Cubs,8,0,1.0
Angels,Athletics,2,0,1.0
Twins,D-backs,6,3,1.0
Orioles,Yankees,5,4,1.0
Tigers,White Sox,4,3,1.0
Rockies,Padres,3,2,1.0
Rangers,Astros,2,1,1.0
Royals,Indians,7,1,1.0
Reds,Brewers,3,1,1.0
Nationals,Mets,4,2,1.0
Marlins,Phillies,2,0,1.0
Pirates,Braves,3,2,1.0
Blue Jays,Mariners,10,2,1.0
Dodgers,Giants,4,2,1.0
Cubs,Cardinals,4,3,1.0
Rays,Red Sox,6,2,1.0
Angels,Athletics,5,4,1.0
Twins,D-backs,2,1,1.0
Orioles,Yankees,9,5,1.0
Tigers,White Sox,6,1,1.0
Padres,Rockies,4,3,1.0
Rangers,Astros,5,1,1.0
Indians,Royals,6,4,1.0
Brewers,Reds,5,0,1.0
Phillies,Marlins,2,1,1.0
Braves,Pirates,6,2,1.0
Blue Jays,Mariners,1,0,1.0
Dodgers,Giants,9,1,1.0
Cubs,Cardinals,3,1,1.0
Red Sox,Rays,11,3,1.0
Yankees,Orioles,6,5,1.0
Royals,White Sox,6,3,1.0
Reds,Brewers,5,3,1.0
Tigers,Twins,4,2,1.0
Mets,Nationals,7,4,1.0
Nationals,Mets,3,0,1.0
Rangers,Athletics,2,1,1.0
Marlins,Phillies,6,4,1.0
Pirates,Braves,10,1,1.0
