team,opponent,team_score,opponent_score,outcome
Orioles,Mariners,3,4,0.0
Red Sox,Rays,0,3,0.0
Twins,White Sox,0,7,0.0
Indians,Royals,5,7,0.0
Tigers,Angels,0,4,0.0
Giants,Dodgers,0,5,0.0
Astros,Marlins,3,7,0.0
Mets,Brewers,2,5,0.0
Rangers,Athletics,1,5,0.0
Pirates,Rockies,1,8,0.0
Padres,Braves,3,5,0.0
Cubs,Cardinals,3,6,0.0
Yankees,Blue Jays,4,6,0.0
Nationals,Reds,0,1,0.0
D-backs,Phillies,2,4,0.0
Mariners,Orioles,2,3,0.0
Rays,Red Sox,2,3,0.0
White Sox,Twins,3,4,0.0
Royals,Indians,3,10,0.0
Tigers,Angels,1,2,0.0
Giants,Dodgers,3,4,0.0
Astros,Marlins,2,4,0.0
Brewers,Mets,0,2,0.0
Rangers,Athletics,3,9,0.0
Rockies,Pirates,5,7,0.0
Padres,Braves,3,8,0.0
Cubs,Cardinals,0,1,0.0
Yankees,Blue Jays,4,5,0.0
Reds,Nationals,2,4,0.0
Reds,D-backs,1,2,0.0
Rockies,Cubs,1,4,0.0
Brewers,Rays,1,2,0.0
Yankees,Rangers,2,4,0.0
Athletics,Astros,3,7,0.0
Phillies,Mets,1,7,0.0
Giants,Pirates,0,5,0.0
Padres,Braves,0,2,0.0
Red Sox,Blue Jays,1,14,0.0
Nationals,Marlins,6,7,0.0
Angels,Orioles,6,7,0.0
D-backs,Reds,0,3,0.0
Braves,Dodgers,4,8,0.0
Tigers,White Sox,4,11,0.0
Rockies,Cubs,3,4,0.0
Brewers,Rays,1,5,0.0
Royals,Twins,1,2,0.0
Rangers,Yankees,11,12,0.0
Astros,Athletics,4,7,0.0
Mets,Phillies,0,6,0.0
Giants,Pirates,1,3,0.0
Indians,Mariners,2,5,0.0
Cardinals,Padres,1,3,0.0
Red Sox,Blue Jays,2,4,0.0
Nationals,Marlins,0,3,0.0
Angels,Orioles,3,4,0.0
Reds,D-backs,4,5,0.0
Braves,Dodgers,2,3,0.0
White Sox,Tigers,2,7,0.0
Cubs,Rockies,4,6,0.0
Rays,Brewers,0,5,0.0
Twins,Royals,2,3,0.0
Yankees,Rangers,2,3,0.0
Athletics,Astros,1,8,0.0
Phillies,Mets,2,11,0.0
Pirates,Giants,5,7,0.0
Mariners,Indians,0,2,0.0
Cardinals,Padres,1,12,0.0
Red Sox,Blue Jays,1,6,0.0
Marlins,Nationals,3,4,0.0
Orioles,Angels,0,1,0.0
Braves,Dodgers,1,2,0.0
Tigers,White Sox,4,7,0.0
Marlins,Reds,1,3,0.0
Rockies,Cubs,1,3,0.0
Twins,Royals,3,6,0.0
Nationals,Phillies,4,10,0.0
Pirates,D-backs,4,7,0.0
Indians,Mariners,5,6,0.0
Padres,Cardinals,2,6,0.0
Astros,Blue Jays,5,6,0.0
Rays,Angels,3,5,0.0
Braves,Padres,1,10,0.0
Dodgers,Cubs,2,8,0.0
Marlins,Reds,2,5,0.0
Rockies,Tigers,2,4,0.0
Athletics,Royals,0,1,0.0
Cardinals,Brewers,4,7,0.0
Twins,White Sox,8,10,0.0
Yankees,Red Sox,3,4,0.0
Nationals,Phillies,1,2,0.0
D-backs,Pirates,4,9,0.0
Mariners,Orioles,1,2,0.0
Mets,Giants,1,5,0.0
Rangers,Indians,2,12,0.0
Blue Jays,Astros,1,3,0.0
Angels,Rays,3,10,0.0
Braves,Padres,2,3,0.0
Cubs,Dodgers,2,5,0.0
Reds,Marlins,1,2,0.0
Rockies,Tigers,5,11,0.0
Royals,Athletics,3,8,0.0
Brewers,Cardinals,7,9,0.0
White Sox,Twins,6,8,0.0
Red Sox,Yankees,4,6,0.0
Phillies,Nationals,0,11,0.0
D-backs,Pirates,3,8,0.0
Orioles,Mariners,3,6,0.0
Giants,Mets,2,4,0.0
Rangers,Indians,0,2,0.0
Blue Jays,Astros,2,8,0.0
Rays,Angels,5,7,0.0
Braves,Padres,3,4,0.0
Dodgers,Cubs,3,7,0.0
Marlins,Reds,3,7,0.0
Rockies,Tigers,0,4,0.0
Athletics,Royals,2,4,0.0
Brewers,Cardinals,2,3,0.0
White Sox,Twins,3,16,0.0
Red Sox,Yankees,7,8,0.0
Phillies,Nationals,0,4,0.0
Pirates,D-backs,2,3,0.0
Mariners,Orioles,0,1,0.0
Mets,Giants,0,9,0.0
Rangers,Indians,3,4,0.0
Blue Jays,Astros,1,6,0.0
Dodgers,Angels,0,5,0.0
Nationals,Orioles,3,7,0.0
Reds,Indians,1,7,0.0
Tigers,Yankees,1,2,0.0
Mets,Giants,3,4,0.0
Rays,Athletics,2,3,0.0
Rangers,White Sox,3,5,0.0
Angels,Dodgers,4,5,0.0
Braves,Mariners,2,4,0.0
Blue Jays,Orioles,3,9,0.0
Red Sox,Cardinals,2,3,0.0
Rockies,Cubs,5,6,0.0
Indians,Reds,2,9,0.0
Yankees,Tigers,3,4,0.0
Astros,Phillies,1,2,0.0
D-backs,Royals,2,12,0.0
Pirates,Marlins,3,6,0.0
Nationals,Mets,1,6,0.0
Padres,Twins,1,3,0.0
Giants,Brewers,3,4,0.0
Rays,Athletics,0,3,0.0
White Sox,Rangers,0,16,0.0
Braves,Mariners,3,7,0.0
Orioles,Blue Jays,1,5,0.0
Cardinals,Red Sox,1,2,0.0
Cubs,Rockies,4,13,0.0
Indians,Reds,3,8,0.0
Tigers,Yankees,1,5,0.0
Astros,Phillies,3,10,0.0
D-backs,Royals,3,4,0.0
Angels,Dodgers,1,2,0.0
Marlins,Pirates,3,7,0.0
Mets,Nationals,1,7,0.0
Twins,Padres,4,5,0.0
Brewers,Giants,4,7,0.0
Athletics,Rays,3,7,0.0
White Sox,Rangers,1,3,0.0
Blue Jays,Orioles,1,2,0.0
Red Sox,Cardinals,2,5,0.0
White Sox,Mariners,3,13,0.0
Rockies,Cubs,2,6,0.0
Indians,Reds,0,4,0.0
Tigers,Yankees,0,1,0.0
Astros,Phillies,5,6,0.0
D-backs,Royals,2,6,0.0
Angels,Dodgers,0,7,0.0
Marlins,Pirates,2,7,0.0
Twins,Athletics,0,3,0.0
Mets,Nationals,3,5,0.0
Giants,Brewers,1,3,0.0
Angels,Red Sox,2,4,0.0
White Sox,Mariners,1,4,0.0
Indians,Yankees,6,10,0.0
Rockies,D-backs,3,5,0.0
Blue Jays,Tigers,4,5,0.0
Dodgers,Brewers,3,9,0.0
Reds,Marlins,1,2,0.0
Twins,Athletics,5,6,0.0
Phillies,Mets,4,5,0.0
Padres,Pirates,1,2,0.0
Giants,Royals,2,4,0.0
Cardinals,Orioles,2,12,0.0
Cubs,Rays,3,4,0.0
Rangers,Astros,3,4,0.0
Nationals,Braves,6,7,0.0
Red Sox,Angels,4,5,0.0
Mariners,White Sox,1,2,0.0
Yankees,Indians,0,3,0.0
Rockies,D-backs,4,14,0.0
Tigers,Blue Jays,2,3,0.0
Dodgers,Brewers,1,4,0.0
Reds,Marlins,3,4,0.0
Twins,Athletics,4,9,0.0
Phillies,Mets,1,2,0.0
Pirates,Padres,1,2,0.0
Giants,Royals,0,5,0.0
Cardinals,Orioles,3,10,0.0
Cubs,Rays,0,4,0.0
Rangers,Astros,3,8,0.0
Braves,Nationals,1,4,0.0
Angels,Red Sox,1,3,0.0
White Sox,Mariners,2,4,0.0
Yankees,Indians,1,4,0.0
D-backs,Rockies,3,5,0.0
Tigers,Blue Jays,5,6,0.0
Brewers,Dodgers,1,5,0.0
Marlins,Reds,2,7,0.0
Athletics,Twins,1,6,0.0
Mets,Phillies,6,7,0.0
Pirates,Padres,2,8,0.0
Giants,Royals,4,7,0.0
Orioles,Cardinals,3,8,0.0
Rays,Cubs,2,3,0.0
Astros,Rangers,2,6,0.0
Nationals,Braves,1,3,0.0
Rockies,Padres,3,4,0.0
Tigers,Pirates,6,11,0.0
Braves,Dodgers,2,6,0.0
Cubs,Brewers,1,3,0.0
Astros,Twins,2,4,0.0
Yankees,Orioles,3,11,0.0
Phillies,Mets,3,5,0.0
Athletics,Royals,2,3,0.0
Cardinals,Marlins,5,6,0.0
Rangers,Rays,0,7,0.0
Blue Jays,Mariners,1,11,0.0
Reds,Red Sox,2,3,0.0
Giants,White Sox,2,3,0.0
Rockies,Padres,1,4,0.0
Tigers,Pirates,2,4,0.0
Braves,Dodgers,2,4,0.0
Brewers,Cubs,0,3,0.0
Twins,Astros,4,10,0.0
Royals,Athletics,3,11,0.0
Phillies,Angels,2,7,0.0
Cardinals,Marlins,0,3,0.0
Rays,Rangers,2,3,0.0
Blue Jays,Mariners,3,6,0.0
Mets,Nationals,1,7,0.0
D-backs,Indians,2,3,0.0
Indians,D-backs,0,1,0.0
Reds,Red Sox,4,5,0.0
White Sox,Giants,1,7,0.0
Rockies,Padres,3,5,0.0
Dodgers,Braves,2,3,0.0
Brewers,Cubs,2,4,0.0
Astros,Twins,1,3,0.0
Yankees,Orioles,3,5,0.0
Athletics,Royals,0,3,0.0
Phillies,Angels,3,4,0.0
Pirates,Tigers,4,8,0.0
Marlins,Cardinals,2,5,0.0
Rangers,Rays,1,10,0.0
Blue Jays,Mariners,0,2,0.0
Mets,Nationals,2,3,0.0
D-backs,Marlins,4,5,0.0
Reds,Rockies,3,7,0.0
Astros,Red Sox,4,9,0.0
Braves,Dodgers,4,6,0.0
Cubs,Brewers,2,6,0.0
Athletics,Royals,3,7,0.0
Pirates,Tigers,2,5,0.0
Padres,Cardinals,3,4,0.0
Rangers,Rays,3,6,0.0
Mets,Nationals,1,4,0.0
Rangers,Angels,4,5,0.0
Marlins,D-backs,2,3,0.0
Orioles,Indians,1,2,0.0
Cubs,Mets,2,3,0.0
Rockies,Reds,2,3,0.0
Red Sox,Astros,3,5,0.0
Twins,Royals,5,6,0.0
Dodgers,Brewers,3,6,0.0
Yankees,Rays,0,5,0.0
Athletics,Braves,2,7,0.0
Giants,Phillies,3,5,0.0
Pirates,Nationals,4,5,0.0
Padres,Cardinals,2,4,0.0
Tigers,Mariners,2,7,0.0
Blue Jays,White Sox,5,11,0.0
Rangers,Angels,4,5,0.0
D-backs,Marlins,1,2,0.0
Orioles,Indians,0,6,0.0
Cubs,Mets,3,7,0.0
Astros,Red Sox,7,10,0.0
Royals,Twins,1,4,0.0
Dodgers,Brewers,2,3,0.0
Rays,Yankees,2,3,0.0
Athletics,Braves,3,4,0.0
Phillies,Giants,5,6,0.0
Pirates,Nationals,3,4,0.0
Cardinals,Padres,5,9,0.0
Mariners,Tigers,2,4,0.0
White Sox,Blue Jays,3,6,0.0
Angels,Rangers,2,3,0.0
D-backs,Marlins,3,10,0.0
Indians,Orioles,1,4,0.0
Mets,Cubs,1,2,0.0
Reds,Rockies,9,10,0.0
Reds,Rockies,5,10,0.0
Red Sox,Astros,1,8,0.0
Twins,Royals,6,12,0.0
Dodgers,Brewers,2,7,0.0
Rays,Yankees,2,4,0.0
Athletics,Braves,3,4,0.0
Phillies,Giants,2,5,0.0
Pirates,Nationals,5,6,0.0
Padres,Cardinals,6,7,0.0
Tigers,Mariners,1,8,0.0
Blue Jays,White Sox,5,7,0.0
Red Sox,Angels,2,4,0.0
D-backs,Nationals,4,5,0.0
Pirates,Braves,3,7,0.0
White Sox,Orioles,2,8,0.0
Mets,Cubs,1,4,0.0
Reds,Cardinals,5,6,0.0
Twins,Royals,4,6,0.0
Mariners,Phillies,1,4,0.0
Red Sox,Angels,3,4,0.0
D-backs,Nationals,1,8,0.0
Pirates,Braves,3,11,0.0
White Sox,Orioles,1,5,0.0
Reds,Cardinals,4,5,0.0
Twins,Indians,5,7,0.0
Rays,Tigers,6,8,0.0
Yankees,Astros,4,7,0.0
Rockies,Royals,4,7,0.0
Mets,Athletics,2,6,0.0
Padres,Dodgers,6,8,0.0
Phillies,Mariners,2,5,0.0
Giants,Cubs,1,2,0.0
Rangers,Marlins,3,4,0.0
Blue Jays,Brewers,1,6,0.0
Red Sox,Angels,3,8,0.0
D-backs,Nationals,2,3,0.0
Braves,Pirates,2,3,0.0
White Sox,Orioles,3,4,0.0
Reds,Cardinals,3,7,0.0
Twins,Indians,0,5,0.0
Rays,Tigers,0,6,0.0
Yankees,Astros,2,5,0.0
Royals,Rockies,2,5,0.0
Athletics,Mets,5,8,0.0
Dodgers,Padres,1,4,0.0
Mariners,Phillies,3,4,0.0
Cubs,Giants,3,8,0.0
Marlins,Rangers,4,5,0.0
Brewers,Blue Jays,5,9,0.0
Red Sox,Angels,0,2,0.0
D-backs,Nationals,0,1,0.0
Reds,Braves,0,8,0.0
Indians,Twins,1,4,0.0
Tigers,Rays,0,1,0.0
Astros,Yankees,0,3,0.0
Padres,Dodgers,1,2,0.0
Cubs,Giants,3,5,0.0
Angels,Athletics,3,5,0.0
Reds,Braves,1,3,0.0
Orioles,Cubs,1,4,0.0
White Sox,Yankees,3,4,0.0
Tigers,Twins,6,20,0.0
Indians,Astros,1,5,0.0
Rangers,Royals,3,6,0.0
Rockies,Marlins,5,13,0.0
Mets,Dodgers,2,6,0.0
Brewers,Pirates,3,8,0.0
Padres,D-backs,1,5,0.0
Red Sox,Mariners,3,5,0.0
Nationals,Giants,3,10,0.0
Cardinals,Phillies,4,5,0.0
Blue Jays,Rays,0,8,0.0
Angels,Athletics,1,2,0.0
Braves,Reds,0,1,0.0
Orioles,Cubs,2,7,0.0
White Sox,Yankees,3,5,0.0
Tigers,Twins,4,12,0.0
Twins,Tigers,6,8,0.0
Astros,Indians,2,3,0.0
Rangers,Royals,3,6,0.0
Marlins,Rockies,4,5,0.0
Mets,Dodgers,4,7,0.0
Brewers,Pirates,2,10,0.0
Padres,D-backs,2,5,0.0
Red Sox,Mariners,3,7,0.0
Giants,Nationals,2,6,0.0
Phillies,Cardinals,5,6,0.0
Rays,Blue Jays,4,5,0.0
Athletics,Angels,4,9,0.0
Braves,Reds,3,5,0.0
Orioles,Cubs,1,2,0.0
White Sox,Yankees,4,7,0.0
Twins,Tigers,4,13,0.0
Astros,Indians,1,3,0.0
Royals,Rangers,1,3,0.0
Marlins,Rockies,4,7,0.0
Dodgers,Mets,3,11,0.0
Pirates,Brewers,3,4,0.0
D-backs,Padres,4,7,0.0
Red Sox,Mariners,6,8,0.0
Giants,Nationals,6,14,0.0
Cardinals,Phillies,1,7,0.0
Blue Jays,Rays,1,2,0.0
Blue Jays,Red Sox,3,4,0.0
Giants,Rockies,2,3,0.0
Angels,Marlins,1,7,0.0
Padres,Brewers,1,10,0.0
Royals,Yankees,1,8,0.0
Astros,Athletics,2,8,0.0
Pirates,Cardinals,2,3,0.0
Rays,Orioles,1,9,0.0
Mariners,Rangers,0,2,0.0
Nationals,Phillies,2,3,0.0
Braves,Mets,2,3,0.0
Blue Jays,Red Sox,7,11,0.0
Reds,Cubs,0,3,0.0
White Sox,Indians,6,8,0.0
Rockies,Giants,0,3,0.0
D-backs,Dodgers,5,9,0.0
Marlins,Angels,2,8,0.0
Brewers,Padres,1,4,0.0
Twins,Royals,1,2,0.0
Yankees,Tigers,2,5,0.0
Athletics,Astros,2,4,0.0
Cardinals,Pirates,2,5,0.0
Rays,Orioles,2,4,0.0
Rangers,Mariners,0,5,0.0
Nationals,Phillies,3,4,0.0
Mets,Braves,2,3,0.0
Red Sox,Blue Jays,2,5,0.0
Cubs,Reds,5,7,0.0
Indians,White Sox,2,3,0.0
Rockies,Giants,2,4,0.0
D-backs,Dodgers,1,3,0.0
Marlins,Angels,1,6,0.0
Brewers,Padres,2,3,0.0
Twins,Royals,1,6,0.0
Tigers,Yankees,4,8,0.0
Astros,Athletics,4,5,0.0
Cardinals,Pirates,1,3,0.0
Orioles,Rays,1,3,0.0
Mariners,Rangers,4,12,0.0
Nationals,Phillies,4,8,0.0
Mets,Braves,1,6,0.0
Cubs,Reds,2,7,0.0
White Sox,Indians,2,3,0.0
Rockies,Giants,1,4,0.0
Royals,Twins,5,11,0.0
Yankees,Tigers,2,3,0.0
Athletics,Angels,3,4,0.0
Rays,Orioles,4,5,0.0
Rangers,Astros,2,4,0.0
Rays,Red Sox,4,8,0.0
Cardinals,Cubs,2,7,0.0
Reds,Pirates,1,2,0.0
Royals,Indians,1,6,0.0
Rockies,D-backs,2,5,0.0
White Sox,Tigers,1,7,0.0
Dodgers,Padres,2,3,0.0
Marlins,Braves,2,5,0.0
Brewers,Giants,2,13,0.0
Twins,Orioles,1,9,0.0
Blue Jays,Yankees,3,6,0.0
Athletics,Angels,0,4,0.0
Phillies,Mets,1,4,0.0
Astros,Rangers,6,13,0.0
Mariners,Nationals,3,8,0.0
Red Sox,Rays,0,7,0.0
Cardinals,Cubs,1,5,0.0
Cubs,Cardinals,2,13,0.0
Reds,Pirates,2,3,0.0
Royals,Indians,2,3,0.0
D-backs,Rockies,0,2,0.0
Tigers,White Sox,3,6,0.0
White Sox,Tigers,4,8,0.0
Dodgers,Padres,1,2,0.0
Braves,Marlins,0,4,0.0
Brewers,Giants,1,3,0.0
Twins,Orioles,2,3,0.0
Yankees,Blue Jays,0,2,0.0
Athletics,Angels,0,2,0.0
Mets,Phillies,2,7,0.0
Rangers,Astros,0,2,0.0
Mariners,Nationals,1,3,0.0
Rays,Red Sox,0,3,0.0
Cubs,Cardinals,6,9,0.0
Pirates,Reds,2,3,0.0
Royals,Indians,3,4,0.0
Rockies,D-backs,2,6,0.0
Tigers,White Sox,2,6,0.0
Padres,Dodgers,1,7,0.0
Marlins,Braves,0,1,0.0
Brewers,Giants,5,15,0.0
Twins,Orioles,8,12,0.0
Yankees,Blue Jays,3,4,0.0
Athletics,Angels,1,8,0.0
Phillies,Mets,5,6,0.0
Rangers,Astros,2,3,0.0
Nationals,Mariners,3,5,0.0
D-backs,Padres,1,3,0.0
Red Sox,Rays,3,4,0.0
Indians,Tigers,1,12,0.0
Brewers,Cubs,2,4,0.0
Orioles,Twins,4,6,0.0
Mets,Marlins,6,9,0.0
Braves,Phillies,0,7,0.0
Pirates,Cardinals,4,5,0.0
Mariners,Athletics,1,6,0.0
Giants,Rockies,9,10,0.0
Rangers,Royals,3,4,0.0
Dodgers,Nationals,4,6,0.0
Angels,Astros,3,8,0.0
D-backs,Padres,1,2,0.0
Yankees,Red Sox,4,9,0.0
Twins,White Sox,3,6,0.0
Reds,Orioles,4,5,0.0
Indians,Tigers,2,4,0.0
Brewers,Cubs,1,7,0.0
Marlins,Mets,6,8,0.0
Braves,Phillies,0,4,0.0
Pirates,Cardinals,4,6,0.0
Athletics,Mariners,5,6,0.0
Rockies,Giants,7,12,0.0
Rangers,Royals,1,2,0.0
Rays,Blue Jays,2,8,0.0
Nationals,Dodgers,1,4,0.0
Angels,Astros,1,4,0.0
Padres,D-backs,1,6,0.0
Red Sox,Yankees,1,5,0.0
White Sox,Twins,4,11,0.0
Reds,Orioles,0,6,0.0
Tigers,Indians,0,7,0.0
Brewers,Cubs,2,6,0.0
Marlins,Mets,3,4,0.0
Phillies,Braves,4,7,0.0
Pirates,Cardinals,0,1,0.0
Athletics,Mariners,1,2,0.0
Giants,Rockies,2,9,0.0
Rangers,Royals,1,4,0.0
Rays,Blue Jays,4,7,0.0
Dodgers,Nationals,5,8,0.0
Twins,Angels,4,5,0.0
Padres,D-backs,1,5,0.0
Red Sox,Yankees,4,5,0.0
Reds,Orioles,7,9,0.0
Indians,Tigers,4,11,0.0
Rangers,Mariners,2,10,0.0
Brewers,Cardinals,2,3,0.0
Rays,Blue Jays,0,1,0.0
Twins,Angels,6,7,0.0
D-backs,Dodgers,1,2,0.0
Braves,Marlins,3,11,0.0
Orioles,Rays,0,3,0.0
White Sox,Indians,1,2,0.0
Athletics,Astros,3,4,0.0
Yankees,Royals,0,1,0.0
Reds,Mets,5,14,0.0
Nationals,Phillies,8,9,0.0
Cubs,Pirates,3,5,0.0
Padres,Rockies,0,3,0.0
Rangers,Mariners,5,7,0.0
Tigers,Giants,2,8,0.0
Cardinals,Brewers,2,6,0.0
Blue Jays,Red Sox,8,9,0.0
Twins,Angels,5,8,0.0
D-backs,Dodgers,2,5,0.0
Marlins,Braves,3,4,0.0
Orioles,Rays,2,3,0.0
White Sox,Indians,1,3,0.0
Astros,Athletics,3,4,0.0
Royals,Yankees,2,6,0.0
Mets,Reds,1,2,0.0
Nationals,Phillies,1,3,0.0
Cubs,Pirates,0,5,0.0
Padres,Rockies,6,7,0.0
Rangers,Mariners,2,4,0.0
Tigers,Giants,4,5,0.0
Brewers,Cardinals,3,5,0.0
Blue Jays,Red Sox,3,4,0.0
Twins,Angels,4,14,0.0
D-backs,Dodgers,2,7,0.0
Braves,Marlins,0,4,0.0
Rays,Orioles,5,7,0.0
White Sox,Indians,0,2,0.0
Athletics,Astros,3,4,0.0
Yankees,Royals,0,2,0.0
Reds,Mets,3,4,0.0
Phillies,Nationals,2,3,0.0
Cubs,Pirates,4,10,0.0
Padres,Rockies,0,6,0.0
Mariners,Rangers,0,1,0.0
Giants,Tigers,1,6,0.0
Brewers,Cardinals,1,9,0.0
Red Sox,Blue Jays,1,3,0.0
Indians,Angels,3,12,0.0
Braves,Nationals,1,2,0.0
Red Sox,Orioles,0,4,0.0
Cubs,Blue Jays,0,8,0.0
Rockies,Mets,2,3,0.0
Astros,Mariners,1,4,0.0
Royals,Tigers,5,9,0.0
Brewers,Marlins,4,6,0.0
Athletics,White Sox,4,5,0.0
Phillies,Pirates,4,6,0.0
Padres,Dodgers,4,9,0.0
Reds,Cardinals,0,5,0.0
Rangers,Angels,3,9,0.0
D-backs,Giants,1,5,0.0
Braves,Nationals,4,6,0.0
Red Sox,Orioles,1,4,0.0
Cubs,Blue Jays,2,9,0.0
Rockies,Mets,0,2,0.0
Mariners,Astros,1,2,0.0
Royals,Tigers,2,4,0.0
Brewers,Marlins,3,6,0.0
Indians,Twins,3,4,0.0
White Sox,Athletics,2,11,0.0
Pirates,Phillies,3,4,0.0
Dodgers,Padres,3,6,0.0
Cardinals,Reds,5,9,0.0
Yankees,Rays,3,4,0.0
Rangers,Angels,1,8,0.0
D-backs,Giants,0,5,0.0
Nationals,Braves,2,6,0.0
Red Sox,Orioles,6,10,0.0
Cubs,Blue Jays,1,11,0.0
Rockies,Mets,0,2,0.0
Mariners,Astros,2,5,0.0
Tigers,Royals,0,3,0.0
Marlins,Brewers,1,4,0.0
Athletics,White Sox,1,2,0.0
Phillies,Pirates,3,6,0.0
Padres,Dodgers,0,4,0.0
Cardinals,Reds,2,4,0.0
Rays,Yankees,5,8,0.0
Rangers,Angels,3,7,0.0
D-backs,Giants,2,6,0.0
Royals,Red Sox,3,6,0.0
Marlins,Brewers,2,4,0.0
Twins,Indians,2,8,0.0
Twins,Indians,0,2,0.0
Athletics,White Sox,0,1,0.0
Phillies,Pirates,1,4,0.0
Cardinals,Reds,0,1,0.0
Rays,Yankees,4,5,0.0
Mets,Nationals,2,6,0.0
Braves,Rangers,1,2,0.0
Royals,Red Sox,2,4,0.0
Cubs,Pirates,3,7,0.0
Reds,Brewers,2,3,0.0
Indians,Tigers,2,7,0.0
Rockies,Cardinals,1,5,0.0
Astros,Angels,3,11,0.0
Dodgers,Giants,0,9,0.0
Marlins,Phillies,1,3,0.0
Yankees,Orioles,1,2,0.0
Yankees,Orioles,0,5,0.0
Athletics,Mariners,2,4,0.0
D-backs,Padres,5,6,0.0
Blue Jays,Rays,0,1,0.0
Nationals,Mets,3,4,0.0
Braves,Rangers,2,3,0.0
Red Sox,Royals,1,7,0.0
Pirates,Cubs,4,6,0.0
Brewers,Reds,1,5,0.0
Indians,Tigers,4,5,0.0
Rockies,Cardinals,4,5,0.0
Astros,Angels,2,5,0.0
Giants,Dodgers,0,17,0.0
Marlins,Phillies,1,2,0.0
Twins,White Sox,1,5,0.0
Twins,White Sox,6,7,0.0
Orioles,Yankees,2,3,0.0
Mariners,Athletics,2,3,0.0
Padres,D-backs,4,10,0.0
Rays,Blue Jays,3,6,0.0
Mets,Nationals,3,10,0.0
Braves,Rangers,3,10,0.0
Royals,Red Sox,4,8,0.0
Cubs,Pirates,3,7,0.0
Reds,Brewers,2,9,0.0
Indians,Tigers,4,6,0.0
Rockies,Cardinals,1,4,0.0
Angels,Astros,1,6,0.0
Giants,Dodgers,2,4,0.0
Phillies,Marlins,4,5,0.0
White Sox,Twins,4,6,0.0
Yankees,Orioles,2,3,0.0
Mariners,Athletics,0,4,0.0
Padres,D-backs,6,8,0.0
Blue Jays,Rays,5,6,0.0
Mets,Nationals,0,3,0.0
White Sox,Royals,3,4,0.0
Reds,Cubs,0,1,0.0
Indians,Astros,1,3,0.0
Twins,Tigers,6,8,0.0
Rockies,Dodgers,3,11,0.0
Mets,Marlins,5,6,0.0
Yankees,Rays,0,1,0.0
Phillies,Padres,0,1,0.0
Mariners,Angels,1,8,0.0
Giants,D-backs,2,6,0.0
Blue Jays,Orioles,2,5,0.0
Braves,Nationals,2,4,0.0
Red Sox,Pirates,0,4,0.0
Royals,White Sox,5,7,0.0
Reds,Cubs,0,7,0.0
Astros,Indians,2,4,0.0
Tigers,Twins,3,4,0.0
Dodgers,Rockies,4,10,0.0
Marlins,Mets,1,9,0.0
Cardinals,Brewers,2,3,0.0
Yankees,Rays,1,6,0.0
Phillies,Padres,4,5,0.0
Angels,Mariners,2,13,0.0
D-backs,Giants,1,2,0.0
Athletics,Rangers,3,6,0.0
Blue Jays,Orioles,2,8,0.0
Braves,Nationals,0,3,0.0
Red Sox,Pirates,1,9,0.0
White Sox,Royals,2,6,0.0
Reds,Cubs,1,3,0.0
Astros,Indians,0,2,0.0
Tigers,Twins,4,8,0.0
Dodgers,Rockies,2,16,0.0
Mets,Marlins,3,4,0.0
Brewers,Cardinals,0,2,0.0
Rays,Yankees,2,3,0.0
Padres,Phillies,2,5,0.0
Mariners,Angels,0,5,0.0
D-backs,Giants,2,4,0.0
Athletics,Rangers,1,6,0.0
Blue Jays,Orioles,1,6,0.0
Nationals,Braves,1,3,0.0
D-backs,Rockies,6,7,0.0
Red Sox,Pirates,2,3,0.0
Astros,Indians,1,2,0.0
Cubs,Dodgers,4,8,0.0
Brewers,Cardinals,2,3,0.0
Phillies,Padres,3,7,0.0
Angels,Mariners,1,3,0.0
Athletics,Rangers,2,7,0.0
Blue Jays,Yankees,2,3,0.0
Marlins,Nationals,2,6,0.0
D-backs,Rockies,3,15,0.0
Orioles,Red Sox,3,5,0.0
Rays,White Sox,3,4,0.0
Reds,Cardinals,1,2,0.0
Indians,Twins,4,5,0.0
Royals,Tigers,1,10,0.0
Cubs,Dodgers,5,14,0.0
Brewers,Pirates,2,4,0.0
Braves,Mets,0,5,0.0
Phillies,Athletics,1,3,0.0
Astros,Mariners,5,10,0.0
Giants,Padres,0,5,0.0
Angels,Rangers,3,12,0.0
Blue Jays,Yankees,3,5,0.0
Marlins,Nationals,2,3,0.0
D-backs,Rockies,1,5,0.0
Red Sox,Orioles,2,7,0.0
White Sox,Rays,1,3,0.0
Reds,Cardinals,4,8,0.0
Twins,Indians,3,7,0.0
Royals,Tigers,2,3,0.0
Dodgers,Cubs,7,8,0.0
Pirates,Brewers,0,1,0.0
Braves,Mets,2,4,0.0
Athletics,Phillies,0,3,0.0
Mariners,Astros,1,10,0.0
Giants,Padres,2,3,0.0
Rangers,Angels,5,8,0.0
Yankees,Blue Jays,3,6,0.0
Marlins,Nationals,2,3,0.0
D-backs,Rockies,3,8,0.0
Orioles,Red Sox,2,3,0.0
Rays,White Sox,5,10,0.0
Cardinals,Reds,2,7,0.0
Twins,Indians,2,7,0.0
Tigers,Royals,2,5,0.0
Cubs,Dodgers,5,8,0.0
Brewers,Pirates,0,1,0.0
Braves,Mets,2,10,0.0
Phillies,Athletics,6,8,0.0
Mariners,Astros,3,8,0.0
Giants,Padres,2,8,0.0
Angels,Rangers,1,2,0.0
Blue Jays,Yankees,2,5,0.0
Marlins,Nationals,1,2,0.0
Angels,Athletics,4,8,0.0
